colaborador_id,area,nivel_cargo,genero,raca,data_admissao,idade,salario_base_inicial,tempo_casa_meses,engajamento_medio,horas_extras_media,performance_media
1225,Tecnologia,Pleno,F,Preta,2019-02-18,35,6529.756479819733,85,68.62995442242631,21.562725754072744,3.132969450090213
1226,Crédito,Sênior,M,Parda,2019-03-27,33,11024.092683095094,84,74.18720029927566,13.69412456702806,3.1980691061594833
1227,Tecnologia,Júnior,F,Branca,2022-01-08,21,4239.805043324384,50,66.8567385177403,19.3408437167796,2.703236854547914
1228,Comercial,Júnior,Outro,Branca,2024-06-03,43,3326.330317207227,21,67.50199884818348,14.355275217713855,2.8345597379865435
1229,Backoffice,Júnior,M,Branca,2017-09-01,36,2666.639211878451,103,74.48364598516619,10.789492710637163,2.858388829561528
1230,Tecnologia,Pleno,F,Branca,2019-05-26,35,6728.382489223061,82,66.84347650851245,20.57013589875783,2.9312711038358263
1231,Backoffice,Júnior,M,Branca,2022-12-15,33,2806.470203379133,39,71.86866256316839,13.598366151809062,2.857139843617069
1232,Comercial,Líder,M,Parda,2021-02-03,34,14351.236704004474,61,62.0195201671262,12.457607391400813,3.3931260634302727
1233,Comercial,Pleno,M,Branca,2016-02-08,30,6328.007478070784,122,65.26713166165689,10.848441223134195,3.047095449990413
1234,Comercial,Pleno,F,Branca,2021-04-10,37,6839.582658151774,59,64.0322715877404,11.810663823362317,2.964330245459386
1235,Crédito,Júnior,F,Branca,2016-11-12,26,3308.2065007319507,113,79.01006501241325,10.145231761581023,2.983106043068385
1236,Tecnologia,Pleno,M,Não declarado,2020-02-06,35,6515.004388467544,74,63.26453881350901,22.396098316071654,2.959534038444105
1237,Backoffice,Pleno,M,Branca,2020-04-15,37,6379.919954265478,71,76.16864551502435,13.608379397261912,3.0756008069438914
1238,Tecnologia,Sênior,M,Branca,2023-10-04,32,10767.311488399517,29,66.32139477777714,19.62587144856134,3.2409647305495564
1239,Backoffice,Sênior,M,Branca,2019-08-16,36,10790.382806886995,79,74.53568885956548,12.093989165662832,3.078020115548584
1240,Comercial,Pleno,M,Parda,2017-10-16,28,6296.242970416271,102,67.62424585323883,11.982610309414973,2.9936612626395753
1241,Backoffice,Sênior,M,Parda,2017-04-23,28,10758.814244059557,108,73.36720820605821,13.447579451726519,3.3956985135506543
1242,Produtos Digitais,Sênior,F,Branca,2023-09-27,35,12283.621730928362,29,76.84740877374396,8.945722850759951,3.4621106868934355
1243,Produtos Digitais,Sênior,M,Branca,2016-09-16,38,11639.83417077792,115,77.59191941122096,10.801202977658038,3.175277768585494
1244,Produtos Digitais,Júnior,M,Branca,2019-04-04,22,4035.6751236059376,84,74.74016223581437,12.214727801899906,2.861594099841781
1245,Produtos Digitais,Júnior,M,Parda,2016-11-14,37,3990.007448702703,113,73.70366436781553,13.535714794572835,2.779108839277598
1246,Crédito,Júnior,M,Parda,2022-09-23,30,3275.594502818803,42,74.41548519691918,12.604799000576776,2.757872712141919
1247,Comercial,Pleno,F,Branca,2019-09-28,32,6823.781653899656,78,66.00699947998781,10.219881482122304,2.8891475900546446
1248,Comercial,Pleno,M,Branca,2018-07-05,25,6580.650717890578,93,65.93900477483311,12.924876456022124,2.9755468340172917
1249,Backoffice,Pleno,M,Branca,2018-08-11,28,5976.305256552265,92,74.74597046048265,10.873908971110026,3.0775054681235177
1250,Risco & Compliance,Sênior,F,Branca,2023-07-08,39,9887.432362404832,32,71.82601138681768,9.852231747408128,3.1701227833632935
1251,Produtos Digitais,Sênior,F,Parda,2020-07-14,34,14449.009803285022,68,77.00603003225645,13.255512002503826,3.1314104731473313
1252,Tecnologia,Sênior,F,Branca,2022-03-05,31,13351.296705123965,48,67.38461806162672,22.28547947509686,3.249182203738707
1253,Comercial,Júnior,F,Branca,2023-12-19,33,2932.5613562544067,26,64.93723359325871,11.89817917103958,2.789883157955147
1254,Comercial,Pleno,F,Branca,2024-01-05,36,6764.614637485223,26,64.45201884832339,11.749663485503243,2.90523054865003
1255,Crédito,Júnior,F,Amarela,2018-04-14,36,3105.322108107025,96,73.70639056171781,11.954223450158915,2.8761511244113347
1256,Tecnologia,Júnior,M,Preta,2024-07-08,33,3488.254757713122,20,67.9364368873121,16.36223134114363,3.04182636296105
1257,Comercial,Júnior,M,Branca,2015-04-01,40,2606.90190532557,133,63.95951038682038,11.501414102065993,2.9196133323132147
1258,Tecnologia,Júnior,M,Branca,2018-10-07,39,4082.382327949785,90,63.30215033547884,21.862713532970346,2.7590621734324507
1259,Comercial,Pleno,M,Branca,2023-12-14,36,6219.166894971714,27,64.5877191675813,12.291505162684155,3.085197342507993
1260,Risco & Compliance,Sênior,F,Parda,2017-09-29,34,10389.303008748122,102,71.47926633887305,11.950894080856159,3.118119080776502
1261,Comercial,Júnior,F,Branca,2017-09-23,37,2697.432297234884,102,66.83615857653433,12.459528949796349,2.8630573430421777
1262,Produtos Digitais,Pleno,M,Parda,2018-01-09,35,6982.559081169839,99,78.43821188215128,12.086215608266835,2.9026500715095334
1263,Tecnologia,Pleno,F,Parda,2021-02-12,40,6750.177529408357,61,63.24282738387084,20.24566207818155,2.9812053360360444
1264,Tecnologia,Júnior,Outro,Preta,2019-05-19,39,3697.4452271298655,82,68.06714755904439,22.7922708144431,2.789083733219304
1265,Comercial,Pleno,M,Branca,2022-04-06,27,5544.918544219091,47,64.98746064512497,11.5797342501251,2.976216742498712
1266,Comercial,Júnior,M,Parda,2023-12-11,27,2783.08395968877,27,66.5785693264158,11.764710764894106,2.7528403501181384
1267,Tecnologia,Pleno,Outro,Parda,2021-09-26,29,8345.046825002355,54,67.56641739365054,20.73966842511197,3.185849105700641
1268,Tecnologia,Pleno,F,Branca,2017-01-16,39,7534.059765287475,111,65.50282752918854,21.214831635716056,2.8651130368037734
1269,Risco & Compliance,Júnior,F,Branca,2024-04-27,24,3526.9594533971303,22,75.25948343716415,11.708101715312472,2.7818384037919555
1270,Tecnologia,Júnior,M,Branca,2017-08-23,36,3227.6748176566607,103,65.21781127361616,18.799683964977373,3.0074515593067024
1271,Crédito,Pleno,F,Branca,2016-07-01,36,6620.888146253518,117,72.1895119310489,12.867819887945316,3.0534472682297626
1272,Backoffice,Sênior,M,Branca,2015-11-25,40,9440.632640077009,125,73.93841012126354,9.776492590548543,3.2735883614629593
1273,Produtos Digitais,Júnior,F,Parda,2020-08-18,35,3668.996479080375,67,75.77242310053808,13.033397654015943,2.570333837709882
1274,Comercial,Pleno,M,Branca,2016-02-20,25,5316.344774601969,122,67.93047128300248,13.668917576337478,2.9035517997050815
1275,Tecnologia,Pleno,M,Amarela,2016-05-21,28,8333.183501624646,119,67.11557286053896,21.53449996891223,3.1279451221496957
1276,Comercial,Sênior,M,Branca,2017-12-31,26,11318.294881299387,99,68.44121076277386,12.352640550930785,3.0248304380259228
1277,Comercial,Sênior,F,Indígena,2017-10-25,30,8736.420094136223,101,66.11001920404651,13.06721103945741,2.952845001566771
1278,Backoffice,Pleno,F,Branca,2021-01-14,32,5441.821998447577,62,75.00944916343143,13.514378332995719,2.853911055652634
1279,Comercial,Pleno,M,Parda,2023-03-01,27,6824.914130660052,36,65.21714730115275,14.83908880875481,2.8106441091289884
1280,Tecnologia,Sênior,F,Branca,2022-08-10,42,10936.856499246744,43,69.0102951400233,22.69029273692519,3.195197343523715
1281,Risco & Compliance,Pleno,M,Branca,2017-08-16,26,6884.409918299878,104,77.27845102060084,12.69390541412416,3.124884538773893
1282,Crédito,Júnior,M,Preta,2017-06-14,42,3938.74911895085,106,77.18588641078726,10.228567345472625,2.7096680844981074
1283,Risco & Compliance,Júnior,M,Branca,2024-08-26,41,3773.441431895561,18,76.94845827519538,13.584012818628524,2.8616822472259247
1284,Comercial,Sênior,M,Parda,2015-01-31,39,9913.66999271123,135,67.94493293686527,11.787821861475686,3.178878291235387
1285,Tecnologia,Sênior,F,Parda,2023-10-16,29,11235.309154183928,29,68.07270933627935,16.526455163158793,3.145658849290793
1286,Risco & Compliance,Júnior,M,Parda,2016-12-30,36,3005.0634718276647,111,72.77152022859805,12.693247617649696,2.853690451005654
1287,Comercial,Pleno,M,Parda,2024-06-19,26,6701.28251122391,20,64.91621193748792,15.988986777989323,3.051934724351371
1288,Tecnologia,Pleno,F,Parda,2018-06-03,39,8426.286759741904,94,62.35691825453133,22.610397640990048,2.8176117520162975
1289,Comercial,Júnior,M,Branca,2019-05-27,33,3097.091679486199,82,67.81343090994439,11.801202849766183,2.5688819636873017
1290,Comercial,Líder,F,Parda,2022-01-24,31,16197.793797614602,50,66.88794433291969,9.553710071868268,3.2976942506568747
1291,Tecnologia,Júnior,F,Preta,2020-11-14,26,4019.922657904209,64,67.64606832891326,19.680926331631948,2.8588076152816093
1292,Comercial,Júnior,F,Branca,2018-03-06,21,3145.6394381901964,97,66.33242765946495,12.018765819168502,2.7767130155432387
1293,Risco & Compliance,Pleno,M,Branca,2020-07-14,27,7248.008370646439,68,76.0222323145181,9.571285753949523,2.7545061223529994
1294,Crédito,Pleno,F,Parda,2022-04-21,40,7283.7917096934625,47,74.24552676024977,11.69102735137934,2.803122409437819
1295,Produtos Digitais,Júnior,M,Branca,2015-06-04,31,4091.3128014832114,130,74.68671398187655,13.189961814558439,2.78240084378751
1296,Comercial,Pleno,M,Branca,2015-02-10,32,5526.521452658682,134,66.62626190875166,12.627473730806464,2.889112865997941
1297,Comercial,Pleno,F,Branca,2019-07-30,37,6438.998659413513,80,66.22287654584714,13.029805324179279,2.885517929135434
1298,Comercial,Júnior,F,Parda,2016-04-26,44,2976.094081054447,120,71.5209856072112,12.631773775857582,2.841053234882407
1299,Crédito,Júnior,M,Branca,2021-08-21,41,3237.6093929477715,55,77.45137119280912,10.749655352444584,2.901248459019831
1300,Crédito,Pleno,F,Parda,2017-02-20,28,7525.028790785474,110,74.19399348090563,12.14908195308933,3.0235613570693425
1301,Comercial,Júnior,M,Parda,2019-04-29,22,3177.0422403177254,83,66.25852374812833,11.501779509684473,2.890306750327334
1302,Backoffice,Sênior,F,Branca,2016-12-22,48,10746.417754905397,112,73.57145646845278,12.452008667422085,3.276237572607696
1303,Comercial,Sênior,M,Parda,2020-06-24,47,8996.324920056633,69,67.25162776255344,11.441499501378722,3.081522536681062
1304,Risco & Compliance,Líder,M,Não declarado,2016-02-28,35,17238.486958950638,122,74.60929138548188,10.693091692734152,3.4621106868934355
1305,Crédito,Júnior,F,Parda,2015-03-26,26,3185.2878494712613,133,73.4270084969407,11.548467448370774,2.9623960932035835
1306,Backoffice,Líder,F,Preta,2015-07-06,39,15975.31726216452,129,75.2191456465205,11.20486329637747,3.1657746810033003
1307,Crédito,Pleno,F,Branca,2024-07-15,33,6070.963787511193,20,77.30594740091747,11.41664269365961,3.0180272631725322
1308,Produtos Digitais,Júnior,F,Parda,2016-06-03,33,4239.736594830527,118,76.48218919819831,14.591435917667624,2.7363725580430693
1309,Tecnologia,Júnior,M,Branca,2022-01-29,39,4077.4714367190336,49,64.18418883272854,22.212612957567824,2.7608882659508556
1310,Produtos Digitais,Júnior,M,Branca,2015-09-05,36,3873.72517604312,127,75.02294484449168,13.839563103659096,2.6337130215148377
1311,Comercial,Pleno,F,Branca,2016-01-30,26,6817.448542890856,122,69.20862946604815,13.775259632401621,3.1611972825138963
1312,Backoffice,Pleno,M,Branca,2020-02-01,32,6299.749470642123,74,74.36059692806221,10.608208366351063,2.886609091196638
1313,Risco & Compliance,Júnior,M,Preta,2019-08-24,37,3096.6721166880548,79,75.70958505649595,12.141497395267862,2.7149672897694344
1314,Produtos Digitais,Pleno,F,Branca,2024-07-05,37,6903.3248552998775,20,77.54887736087555,13.35359091584195,2.989398164411412
1315,Tecnologia,Júnior,F,Parda,2024-06-10,35,3521.2393231328183,21,65.76664081241393,22.67166382746007,2.9547809551284274
1316,Crédito,Pleno,M,Parda,2022-10-16,39,6447.312673874436,41,76.58694455182174,14.261764584386974,2.977363997881133
1317,Risco & Compliance,Pleno,M,Parda,2021-01-06,31,7372.1299228518,62,74.79049328599594,12.76973420538709,2.949301376264317
1318,Produtos Digitais,Sênior,M,Branca,2019-07-19,35,15391.840771931726,80,72.81372236744131,11.30449816730542,3.0046460108402635
1319,Comercial,Sênior,M,Parda,2018-07-24,21,8711.31995791078,92,66.69044169341532,11.98403994355016,3.1020405924094376
1320,Comercial,Pleno,F,Branca,2024-06-18,31,5948.33069135997,20,64.44443668554064,10.353559993343893,3.0038099972909147
1321,Comercial,Pleno,M,Branca,2021-01-09,38,6086.997597353633,62,62.19211702705628,12.921610635616311,2.9712167843826465
1322,Comercial,Pleno,M,Não declarado,2020-10-14,31,5267.240990393466,65,66.4726812277651,10.425893744173754,2.998279834556419
1323,Backoffice,Sênior,M,Branca,2017-04-26,31,9150.868471041938,107,79.1215761960403,13.100089266747863,3.304261425695763
1324,Comercial,Júnior,F,Branca,2015-06-20,27,2835.374175653656,130,65.2788897306634,14.41630737501122,2.8055268662466104
1325,Backoffice,Júnior,F,Preta,2024-06-11,40,2880.828182949659,21,77.82906580386909,13.65282065059167,2.813035032052577
1326,Tecnologia,Júnior,F,Branca,2018-02-19,37,3931.33976219843,97,68.32898637980749,16.08476164142801,2.8513622143124873
1327,Comercial,Pleno,M,Parda,2019-06-04,38,6366.273198893819,82,68.19553169746973,11.77046833277992,2.6704089207543245
1328,Produtos Digitais,Pleno,F,Branca,2016-02-23,23,7217.314707380532,122,72.12619480633101,14.598674398296254,3.024518551881586
1329,Crédito,Sênior,F,Branca,2023-05-13,33,12579.669571708944,34,72.58569980994243,14.459508849312583,3.0965529050708263
1330,Tecnologia,Júnior,F,Branca,2015-04-11,32,3950.859783514604,132,69.97336174343063,19.683919078382214,2.7222967423487336
1331,Risco & Compliance,Pleno,F,Branca,2023-05-03,32,7370.368335158506,34,72.83189439536166,12.337737544294761,3.018281706642537
1332,Crédito,Sênior,M,Branca,2016-05-27,30,11325.209405052248,119,76.27226020875584,11.293417247746547,3.3275892857722336
1333,Comercial,Sênior,M,Parda,2023-11-10,31,11181.669288166571,28,64.97852795501905,10.11508236708441,3.018624472725364
1334,Backoffice,Pleno,M,Parda,2022-04-17,39,6325.473749228889,47,74.16324492930939,12.021199686120069,2.9902273848899235
1335,Backoffice,Pleno,F,Amarela,2016-08-24,22,5594.679958334351,116,76.08761877407947,14.370502670878034,3.1240188663313013
1336,Crédito,Júnior,M,Branca,2020-08-27,44,3326.983331328232,67,76.96842685748253,13.888054355546068,2.814924402409957
1337,Comercial,Sênior,F,Parda,2018-02-15,36,11298.43604491077,98,64.06426594486346,11.708138712353886,2.992248101119474
1338,Crédito,Júnior,F,Parda,2016-10-12,33,3672.695500247283,114,72.83113237585293,11.280739361228362,2.5663389227895776
1339,Comercial,Sênior,F,Preta,2023-08-03,39,11284.736039314226,31,63.44630848772264,11.36386342511058,3.2724437183823625
1340,Comercial,Pleno,F,Branca,2019-01-12,25,6534.554602012463,87,64.40900383369048,11.728565785336144,2.856637799309844
1341,Comercial,Pleno,F,Parda,2018-12-25,30,6196.735390724546,87,66.50464168905135,10.526573584843087,3.0829430270582834
1342,Tecnologia,Júnior,M,Preta,2016-09-12,33,3317.834374129235,115,65.14736297115353,21.1443472862299,2.655714552817418
1343,Backoffice,Pleno,M,Branca,2018-10-30,42,5343.431950110258,89,72.15004491756497,13.225389035252363,3.131900224244854
1344,Produtos Digitais,Pleno,M,Preta,2023-09-17,33,9239.287049249093,30,73.80587158410746,11.026430644214225,3.008761472258738
1345,Produtos Digitais,Júnior,F,Branca,2018-08-18,36,3830.597849937759,91,75.27171811493781,13.326965520371417,2.752254216956787
1346,Tecnologia,Pleno,F,Parda,2024-07-05,30,6584.823457017084,20,65.46784988962753,20.950341235894545,3.2304128986172045
1347,Tecnologia,Líder,F,Amarela,2024-06-16,36,19917.48762704617,20,69.31996296856111,18.782007839254845,3.1984584229916826
1348,Tecnologia,Pleno,Outro,Parda,2016-06-12,44,8026.509572723289,118,67.0415423530875,18.894122370016266,3.270468704369831
1349,Backoffice,Pleno,M,Branca,2016-10-09,39,5333.132701691027,114,73.245266795391,12.90818872082743,2.956941949833423
1350,Comercial,Júnior,M,Branca,2023-08-15,33,2817.9047814116734,31,65.94019169766129,12.200215685943048,2.8532462434423427
1351,Backoffice,Pleno,F,Preta,2018-12-04,38,5646.80700522002,88,73.43470545529169,11.41450770489147,2.860303651344138
1352,Risco & Compliance,Júnior,M,Parda,2015-01-16,37,2826.571060264633,135,75.72843634138786,11.848496606580726,2.7371398617173157
1353,Tecnologia,Pleno,F,Branca,2017-09-26,37,8150.976773312618,102,66.72420157043975,18.913146914769385,3.153339951985433
1354,Produtos Digitais,Sênior,M,Parda,2020-12-21,40,12759.20958846021,63,71.8602368703698,12.337736511644506,3.2248337302479886
1355,Tecnologia,Pleno,M,Parda,2022-12-27,40,8295.96697950445,38,65.9938441375365,17.236083979041126,3.0873667348069262
1356,Backoffice,Júnior,M,Branca,2016-05-01,33,3108.7490104680287,119,76.67489930961865,11.330381802054276,2.62039261585981
1357,Backoffice,Pleno,M,Branca,2016-02-08,37,5975.997476633118,122,76.46464668829283,12.224095883116343,3.057592609647246
1358,Tecnologia,Pleno,F,Branca,2024-03-19,31,7105.968450973399,23,66.60489504321144,19.14626805085498,2.827663651667098
1359,Comercial,Pleno,M,Parda,2022-07-04,28,6029.369810990106,44,66.03683943521504,14.432190595315426,3.1228412600953224
1360,Risco & Compliance,Sênior,M,Parda,2020-11-22,32,10817.936550073264,64,76.57477802950253,13.987906010746963,3.2006463677764905
1361,Backoffice,Sênior,F,Parda,2022-09-08,33,9040.81337580872,42,73.96212959660555,12.590443911069952,3.352766487875791
1362,Comercial,Pleno,F,Parda,2019-04-15,24,6626.645320745721,83,67.38205613126,11.656338206833603,2.927016000182366
1363,Crédito,Pleno,F,Preta,2022-07-31,39,6865.859644375766,43,74.78634917256211,13.134556320987082,2.954521122696639
1364,Crédito,Júnior,F,Parda,2018-09-19,21,3794.3684062200464,90,76.17897765636323,11.335847878135253,2.7566930926319597
1365,Produtos Digitais,Júnior,F,Branca,2017-06-09,50,3570.3404460823167,106,75.75677732599706,10.950477612063835,2.7169718369397113
1366,Comercial,Pleno,M,Parda,2022-04-14,43,5353.844619480604,47,65.79121021743943,12.424407595344519,2.8812214780870296
1367,Crédito,Pleno,F,Branca,2019-03-12,32,7888.05303158386,85,74.4599312345358,12.615403692979124,2.868858730200349
1368,Backoffice,Pleno,F,Parda,2024-10-22,34,5850.084071056413,16,78.23801095981939,11.439898542085112,3.12104776784858
1369,Comercial,Pleno,M,Parda,2018-06-29,35,6017.585412298287,93,64.69577882998338,10.502775456822356,3.2597694160760615
1370,Comercial,Júnior,M,Branca,2024-03-18,30,3020.8404568297,23,65.0195274517058,10.14199221245728,2.794286690782748
1371,Backoffice,Pleno,M,Preta,2024-04-28,35,5213.10960359619,22,75.44473630001511,13.437309385298017,3.151453669058755
1372,Comercial,Júnior,F,Branca,2017-06-01,33,3196.8335545517757,106,66.78931340357454,9.849217683382598,2.9411456253788972
1373,Backoffice,Júnior,M,Parda,2022-12-23,33,2494.98743328894,39,77.84703042239495,11.613096945073766,2.8331319611386525
1374,Tecnologia,Sênior,M,Branca,2019-04-30,35,12774.963924136337,83,68.2269777324309,19.335033986563037,3.3749625924726168
1375,Comercial,Júnior,F,Preta,2024-03-02,26,3063.691916927311,24,67.60974668984376,12.38788752109769,2.87452864732448
1376,Backoffice,Pleno,F,Branca,2019-07-01,34,6408.262205268304,81,73.56917061139453,12.668557771304132,2.98435096628184
1377,Tecnologia,Júnior,M,Branca,2022-06-09,34,3779.455661367968,45,64.42047595699121,20.476869959619297,2.5663389227895776
1378,Risco & Compliance,Sênior,M,Branca,2019-09-01,34,9802.306896714792,79,74.04899199399449,10.70117783248051,3.096769974280317
1379,Tecnologia,Pleno,M,Branca,2017-04-11,32,7663.694833308366,108,69.13588959085067,20.454573865529188,2.9811790947512242
1380,Risco & Compliance,Júnior,M,Branca,2016-12-28,40,2895.4143679216795,111,77.81410066060059,11.369892572685062,2.9030849150637015
1381,Comercial,Pleno,M,Parda,2019-04-02,31,5466.828903539859,84,62.96873373859885,11.513462766398506,2.884189371670709
1382,Tecnologia,Pleno,M,Branca,2022-07-20,35,6444.994314421687,44,64.55666414756395,16.353225273449173,2.719162430217146
1383,Backoffice,Líder,F,Branca,2021-01-17,41,14306.830065014354,62,70.86750175509697,16.204588104556443,3.3705697790208107
1384,Comercial,Júnior,F,Branca,2021-11-18,33,2626.0793537642157,52,64.33985832235815,11.967957179902754,2.760901288519436
1385,Crédito,Sênior,F,Parda,2017-10-27,35,11394.410605933084,101,74.44706497110296,12.397413801435675,3.362877546108885
1386,Tecnologia,Sênior,M,Parda,2019-10-24,33,14123.54388246554,77,66.85445149925549,20.39095872317371,3.2147050900478433
1387,Produtos Digitais,Sênior,M,Parda,2015-06-12,41,14390.033722728294,130,75.27723523655264,12.174507353769826,3.2224193453982917
1388,Comercial,Pleno,M,Parda,2023-03-03,32,5239.341013605527,36,67.45706657954088,11.041846143942777,2.9564291644316807
1389,Backoffice,Pleno,F,Branca,2024-11-22,41,5228.398778877122,15,78.3556165930343,12.21220397408255,2.91790500708068
1390,Tecnologia,Pleno,M,Branca,2019-01-25,33,7890.740444760226,86,65.3506526581382,18.49446705057989,2.9023696782007185
1391,Comercial,Sênior,F,Branca,2015-02-10,28,11184.10558307255,134,65.75385760436774,13.062666632602856,3.286639330401576
1392,Comercial,Pleno,F,Parda,2016-09-11,38,5159.253456175116,115,62.39737109846033,12.399335505603046,2.999525401732052
1393,Comercial,Pleno,M,Não declarado,2021-07-09,32,6562.4120370970695,56,66.38787326959424,11.668899672261626,2.9569142170941984
1394,Risco & Compliance,Pleno,M,Parda,2021-02-12,37,6722.391483069851,61,73.33455143145616,12.073773628303174,3.2024191965554683
1395,Tecnologia,Pleno,Outro,Branca,2022-11-15,21,7603.705481916883,40,64.7235140164553,20.719652230532606,2.9584998926567696
1396,Produtos Digitais,Sênior,F,Branca,2017-07-15,34,15354.1433901511,105,74.6107244035383,10.47070554211536,3.2114597811929886
1397,Tecnologia,Júnior,M,Branca,2022-08-19,31,4028.6001891713695,43,71.531169409801,20.01916721968845,2.922153208102305
1398,Comercial,Sênior,F,Parda,2021-11-16,27,11050.356604168332,52,66.02551051645345,11.443366722054726,3.1878081951336825
1399,Risco & Compliance,Pleno,F,Branca,2018-03-24,30,6310.911227698441,96,74.16316955089265,11.781518645896972,2.9529873195439715
1400,Crédito,Sênior,M,Amarela,2020-06-14,30,11687.555940858014,69,72.69472661895604,11.680535455121692,3.0386193131483736
1401,Comercial,Pleno,M,Branca,2016-06-21,33,6207.730219369987,118,62.0195201671262,10.704073784477332,3.2126040555818274
1402,Comercial,Pleno,M,Preta,2019-07-10,25,5678.851092652437,81,68.32929924973037,10.404152215155166,2.936063734177182
1403,Comercial,Sênior,F,Parda,2023-10-22,35,10210.744374842196,28,65.44418241471622,16.816351069245695,3.2769016637073385
1404,Produtos Digitais,Júnior,M,Parda,2019-03-18,42,3730.036286067853,84,74.9361838228009,12.58518973024622,2.5738632552937317
1405,Crédito,Sênior,F,Parda,2023-05-23,35,10269.646065185429,33,76.53189894722856,14.907592916901834,3.344001615847986
1406,Tecnologia,Pleno,M,Parda,2020-11-24,38,7216.433083373999,64,64.09746268553636,22.723882378033903,3.0019599003352013
1407,Produtos Digitais,Pleno,F,Parda,2016-12-01,40,8681.473797853841,112,73.57627202626068,9.731344056353576,3.1759572437385626
1408,Produtos Digitais,Júnior,F,Parda,2020-10-22,41,4555.667384909773,65,74.78796911740142,12.160676935696694,2.7902502912642366
1409,Risco & Compliance,Pleno,M,Parda,2020-01-21,45,6516.273821966501,74,72.13125357267661,12.90028105029492,3.0564120869133027
1410,Backoffice,Júnior,M,Não declarado,2018-12-26,31,2972.114253475494,87,75.46569942563993,12.794345819140597,2.726423216016221
1411,Comercial,Júnior,F,Parda,2016-03-12,29,2642.73341787759,121,69.6158637066451,10.416060270027893,2.812802225717164
1412,Comercial,Júnior,F,Parda,2019-03-01,38,3364.0173826970954,85,69.01211922052946,12.462469736479896,2.878105014175004
1413,Comercial,Júnior,M,Preta,2015-09-23,38,3061.7437922129407,127,62.0195201671262,13.285633980086523,2.9450010403436533
1414,Comercial,Líder,F,Branca,2015-12-27,38,16261.522114313206,124,66.81353434301178,11.21579670140054,3.1660208264955347
1415,Risco & Compliance,Líder,F,Branca,2019-02-27,45,17957.4839445609,85,75.95974289809935,9.866561402122725,3.252394719652274
1416,Backoffice,Pleno,F,Parda,2018-01-19,34,5283.58170008946,98,74.02972674618874,13.249596099862393,3.011393409771254
1417,Comercial,Pleno,F,Parda,2024-04-01,36,6052.514015727328,23,63.38557754939987,10.249268785445809,3.088396344398765
1418,Comercial,Júnior,M,Parda,2018-10-03,28,3414.431776404879,90,70.46438604982764,12.189443886953498,2.8216245647507576
1419,Tecnologia,Pleno,M,Branca,2022-07-29,46,6576.677725846862,43,66.69646402280735,22.349786516226313,3.0501885745195474
1420,Backoffice,Sênior,M,Parda,2020-04-19,31,10021.692209384257,71,74.44220671271837,13.022551985875436,3.1854676299141826
1421,Tecnologia,Sênior,Outro,Parda,2022-01-13,32,14233.490292631895,50,64.69475492545403,20.492892827713664,3.1973035134843877
1422,Risco & Compliance,Pleno,F,Branca,2017-08-07,31,6205.142673946964,104,75.03164412086501,12.105003913340537,2.8453460497089016
1423,Comercial,Sênior,F,Parda,2024-05-30,30,11084.343764213045,21,68.41777764130663,13.458981803341048,3.1911637618717297
1424,Comercial,Júnior,F,Parda,2020-04-18,29,3390.291790867444,71,66.17197619336677,10.706709867351613,2.7175990655223234
1425,Backoffice,Líder,F,Branca,2023-04-23,30,15306.293545162876,34,75.48061833881853,13.051382443869914,3.1712629062525726
1426,Backoffice,Júnior,F,Parda,2018-08-25,25,2620.285707022449,91,76.89587261979588,8.945722850759951,2.578242544696918
1427,Comercial,Pleno,M,Parda,2016-01-01,29,5701.201293887869,123,63.707904696630244,12.81911217732029,3.1489356565213193
1428,Backoffice,Pleno,M,Branca,2021-09-25,45,4906.23389345432,54,73.05314418859385,11.208231947114257,3.0899574464852755
1429,Crédito,Pleno,F,Branca,2015-01-29,38,7586.108194887884,135,73.75866713817142,10.93203494132152,2.8936676077225614
1430,Backoffice,Júnior,M,Não declarado,2019-10-01,39,3148.9175644669726,78,74.0064270775055,12.410447220656339,2.711241311123318
1431,Tecnologia,Sênior,M,Branca,2016-12-04,41,12997.66366237322,112,67.31896828366528,18.00426628241052,3.335650634964141
1432,Risco & Compliance,Júnior,M,Branca,2021-04-08,45,3154.002572751213,59,75.85706983238082,11.30373321546832,2.599740753856158
1433,Tecnologia,Pleno,M,Branca,2024-10-14,23,6547.824812189821,16,64.97572337426749,22.057866872654927,3.1027863245182368
1434,Crédito,Júnior,M,Parda,2019-08-23,26,3711.9146262619306,79,75.72741388044726,14.99494393194832,2.683730620662272
1435,Comercial,Júnior,M,Parda,2023-03-03,29,3203.8735742489303,36,66.60270404845738,12.020923143336823,2.796172807049422
1436,Comercial,Pleno,M,Parda,2020-01-28,31,6742.684539130021,74,62.0195201671262,13.469835160295295,2.872002939987336
1437,Tecnologia,Pleno,M,Branca,2019-12-15,32,8018.697047262065,75,66.17646826465572,20.671024167260793,3.00865806133177
1438,Crédito,Júnior,F,Preta,2024-04-19,31,3790.199265222541,22,75.19610003429047,13.137427699178104,2.9160151290665834
1439,Comercial,Júnior,F,Branca,2023-11-23,35,3221.359156113599,27,67.09604931968825,9.661837611403387,2.919728124794062
1440,Crédito,Pleno,M,Branca,2022-11-08,34,7170.522479806495,40,75.28344510193602,12.666471510475425,3.1919971502895907
1441,Backoffice,Sênior,F,Parda,2017-12-17,29,9291.854223444376,100,73.84461197948325,13.322307548637058,3.2079833068653882
